state,sector,week,MtCO2 per week
Tianjin,Residential,2021-02-01/2021-02-07,1.24765
Tianjin,Residential,2021-02-08/2021-02-14,1.143526
Tianjin,Residential,2021-02-15/2021-02-21,1.107516
Tianjin,Residential,2021-02-22/2021-02-28,1.133426
Tianjin,Residential,2021-03-01/2021-03-07,1.118434
Tianjin,Residential,2021-03-08/2021-03-14,0.912608
Tianjin,Residential,2021-03-15/2021-03-21,0.933702
Tianjin,Residential,2021-03-22/2021-03-28,0.7540948
Tianjin,Residential,2021-03-29/2021-04-04,0.7801036
Tianjin,Residential,2021-04-05/2021-04-11,0.771415
Tianjin,Residential,2021-04-12/2021-04-18,0.7376818
Tianjin,Residential,2021-04-19/2021-04-25,0.6468056
Tianjin,Residential,2021-04-26/2021-05-02,0.6237336
Tianjin,Residential,2021-05-03/2021-05-09,0.5631989
Tianjin,Residential,2021-05-10/2021-05-16,0.5461275
Tianjin,Residential,2021-05-17/2021-05-23,0.5248201
Tianjin,Residential,2021-05-24/2021-05-30,0.5243676
Tianjin,Residential,2021-05-31/2021-06-06,0.5297057
Tianjin,Residential,2021-06-07/2021-06-13,0.5178222
Tianjin,Residential,2021-06-14/2021-06-20,0.5198899
Tianjin,Residential,2021-06-21/2021-06-27,0.5146727
Tianjin,Residential,2021-06-28/2021-07-04,0.5051056
Tianjin,Residential,2021-07-05/2021-07-11,0.49658240000000003
Tianjin,Residential,2021-07-12/2021-07-18,0.49626170000000003
Tianjin,Residential,2021-07-19/2021-07-25,0.4954571
Tianjin,Residential,2021-07-26/2021-08-01,0.49741009999999997
Tianjin,Residential,2021-08-02/2021-08-08,0.4972162
Tianjin,Residential,2021-08-09/2021-08-15,0.4984317
Tianjin,Residential,2021-08-16/2021-08-22,0.49766659999999996
Tianjin,Residential,2021-08-23/2021-08-29,0.5072218
Tianjin,Residential,2021-08-30/2021-09-05,0.5166502
Tianjin,Residential,2021-09-06/2021-09-12,0.5284842
Tianjin,Residential,2021-09-13/2021-09-19,0.5389259
Tianjin,Residential,2021-09-20/2021-09-26,0.5430054
Tianjin,Residential,2021-09-27/2021-10-03,0.5476135
Tianjin,Residential,2021-10-04/2021-10-10,0.6596794
Tianjin,Residential,2021-10-11/2021-10-17,0.735778
Tianjin,Residential,2021-10-18/2021-10-24,0.841056
Tianjin,Residential,2021-10-25/2021-10-31,0.725113
Tianjin,Residential,2021-11-01/2021-11-07,0.85719
Tianjin,Residential,2021-11-08/2021-11-14,1.068234
Tianjin,Residential,2021-11-15/2021-11-21,0.981689
Tianjin,Residential,2021-11-22/2021-11-28,1.147068
Tianjin,Residential,2021-11-29/2021-12-05,1.185441
Tianjin,Residential,2021-12-06/2021-12-12,1.127517
Tianjin,Residential,2021-12-13/2021-12-19,1.269587
Tianjin,Residential,2021-12-20/2021-12-26,1.398088
Tianjin,Residential,2021-12-27/2022-01-02,1.444229
Tianjin,Residential,2022-01-03/2022-01-09,1.3198940000000001
Tianjin,Residential,2022-01-10/2022-01-16,1.39924
Tianjin,Residential,2022-01-17/2022-01-23,1.358429
Tianjin,Residential,2022-01-24/2022-01-30,1.415092
Tianjin,Residential,2022-01-31/2022-02-06,1.526315
Tianjin,Residential,2022-02-07/2022-02-13,1.418589
Tianjin,Residential,2022-02-14/2022-02-20,1.4897399999999998
Tianjin,Residential,2022-02-21/2022-02-27,1.320641
Tianjin,Residential,2022-02-28/2022-03-06,0.963151
Tianjin,Residential,2022-03-07/2022-03-13,0.7631762
Tianjin,Residential,2022-03-14/2022-03-20,0.898327
Tianjin,Residential,2022-03-21/2022-03-27,0.918115
Tianjin,Residential,2022-03-28/2022-04-03,0.826075
Tianjin,Residential,2022-04-04/2022-04-10,0.6352922
Tianjin,Residential,2022-04-11/2022-04-17,0.7428045
Tianjin,Residential,2022-04-18/2022-04-24,0.5927325
Tianjin,Residential,2022-04-25/2022-05-01,0.6719118
Tianjin,Residential,2022-05-02/2022-05-08,0.5644335
Tianjin,Residential,2022-05-09/2022-05-15,0.6130482
Tianjin,Residential,2022-05-16/2022-05-22,0.5184368
Tianjin,Residential,2022-05-23/2022-05-29,0.5072365
Tianjin,Residential,2022-05-30/2022-06-05,0.5148858
Tianjin,Residential,2022-06-06/2022-06-12,0.5156753
Tianjin,Residential,2022-06-13/2022-06-19,0.5092894
Tianjin,Residential,2022-06-20/2022-06-26,0.5058589
Tianjin,Residential,2022-06-27/2022-07-03,0.4999815
Tianjin,Residential,2022-07-04/2022-07-10,0.48850150000000003
Tianjin,Residential,2022-07-11/2022-07-17,0.4891261
Tianjin,Residential,2022-07-18/2022-07-24,0.4916435
Tianjin,Residential,2022-07-25/2022-07-31,0.4893143
Tianjin,Residential,2022-08-01/2022-08-07,0.4884943
Tianjin,Residential,2022-08-08/2022-08-14,0.4886019
Tianjin,Residential,2022-08-15/2022-08-21,0.48991969999999996
Tianjin,Residential,2022-08-22/2022-08-28,0.5066193
Tianjin,Residential,2022-08-29/2022-09-04,0.5160896
Tianjin,Residential,2022-09-05/2022-09-11,0.5200923000000001
Tianjin,Residential,2022-09-12/2022-09-18,0.5188734
Tianjin,Residential,2022-09-19/2022-09-25,0.5629542
Tianjin,Residential,2022-09-26/2022-10-02,0.5285955999999999
Tianjin,Residential,2022-10-03/2022-10-09,0.7613356
Tianjin,Residential,2022-10-10/2022-10-16,0.6800075
Tianjin,Residential,2022-10-17/2022-10-23,0.6863874
Tianjin,Residential,2022-10-24/2022-10-30,0.7113894000000001
Tianjin,Residential,2022-10-31/2022-11-06,0.814723
Tianjin,Residential,2022-11-07/2022-11-13,0.7993791
Tianjin,Residential,2022-11-14/2022-11-20,0.893675
Tianjin,Residential,2022-11-21/2022-11-27,0.904128
Tianjin,Residential,2022-11-28/2022-12-04,1.380437
Tianjin,Residential,2022-12-05/2022-12-11,1.27235
Tianjin,Residential,2022-12-12/2022-12-18,1.463237
Tianjin,Residential,2022-12-19/2022-12-25,1.427606
Tianjin,Residential,2022-12-26/2023-01-01,1.4642490000000001
Tianjin,Residential,2023-01-02/2023-01-08,1.3333
Tianjin,Residential,2023-01-09/2023-01-15,1.325234
Tianjin,Residential,2023-01-16/2023-01-22,1.533888
Tianjin,Residential,2023-01-23/2023-01-29,1.639783
Tianjin,Residential,2023-01-30/2023-02-05,1.349557
Tianjin,Residential,2023-02-06/2023-02-12,1.297416
Tianjin,Residential,2023-02-13/2023-02-19,1.342673
Tianjin,Residential,2023-02-20/2023-02-26,1.307507
Tianjin,Residential,2023-02-27/2023-03-05,1.018981
Tianjin,Residential,2023-03-06/2023-03-12,0.7904044
Tianjin,Residential,2023-03-13/2023-03-19,0.972125
Tianjin,Residential,2023-03-20/2023-03-26,0.933274
Tianjin,Residential,2023-03-27/2023-04-02,0.7374342
Tianjin,Residential,2023-04-03/2023-04-09,0.8396553
Tianjin,Residential,2023-04-10/2023-04-16,0.6384618
Tianjin,Residential,2023-04-17/2023-04-23,0.7274949
Tianjin,Residential,2023-04-24/2023-04-30,0.7112412
Tianjin,Residential,2023-05-01/2023-05-07,0.5873284
Tianjin,Residential,2023-05-08/2023-05-14,0.5765765
Tianjin,Residential,2023-05-15/2023-05-21,0.544863
Tianjin,Residential,2023-05-22/2023-05-28,0.5344566000000001
Tianjin,Residential,2023-05-29/2023-06-04,0.5479598
Tianjin,Residential,2023-06-05/2023-06-11,0.5390435
Tianjin,Residential,2023-06-12/2023-06-18,0.5318746
Tianjin,Residential,2023-06-19/2023-06-25,0.5248809
Tianjin,Residential,2023-06-26/2023-07-02,0.5176508
Tianjin,Residential,2023-07-03/2023-07-09,0.5137614
Tianjin,Residential,2023-07-10/2023-07-16,0.5160791
Tianjin,Residential,2023-07-17/2023-07-23,0.5111578
Tianjin,Residential,2023-07-24/2023-07-30,0.5101112
Tianjin,Residential,2023-07-31/2023-08-06,0.5083204
Tianjin,Residential,2023-08-07/2023-08-13,0.5078804
Tianjin,Residential,2023-08-14/2023-08-20,0.5099773
Tianjin,Residential,2023-08-21/2023-08-27,0.5208241
Tianjin,Residential,2023-08-28/2023-09-03,0.523871
Tianjin,Residential,2023-09-04/2023-09-10,0.5297666
Tianjin,Residential,2023-09-11/2023-09-17,0.5391718
Tianjin,Residential,2023-09-18/2023-09-24,0.5745422
Tianjin,Residential,2023-09-25/2023-10-01,0.5785705
Tianjin,Residential,2023-10-02/2023-10-08,0.6083887
Tianjin,Residential,2023-10-09/2023-10-15,0.6205582000000001
Tianjin,Residential,2023-10-16/2023-10-22,0.6928773
Tianjin,Residential,2023-10-23/2023-10-29,0.6404696
Tianjin,Residential,2023-10-30/2023-11-05,0.7087637
Tianjin,Residential,2023-11-06/2023-11-12,1.04796
Tianjin,Residential,2023-11-13/2023-11-19,1.137064
Tianjin,Residential,2023-11-20/2023-11-26,1.083151
Tianjin,Residential,2023-11-27/2023-12-03,1.253508
Tianjin,Residential,2023-12-04/2023-12-10,1.0552030000000001
Tianjin,Residential,2023-12-11/2023-12-17,1.499892
Tianjin,Residential,2023-12-18/2023-12-24,1.75413
Tianjin,Residential,2023-12-25/2023-12-31,1.379985
Tianjin,Residential,2024-01-01/2024-01-07,1.369759
Tianjin,Residential,2024-01-08/2024-01-14,1.299099
Tianjin,Residential,2024-01-15/2024-01-21,1.412099
Tianjin,Residential,2024-01-22/2024-01-28,1.672945
Tianjin,Residential,2024-01-29/2024-02-04,1.480512
Tianjin,Residential,2024-02-05/2024-02-11,1.498925
Tianjin,Residential,2024-02-12/2024-02-18,1.0625040000000001
Tianjin,Residential,2024-02-19/2024-02-25,1.519725
Tianjin,Residential,2024-02-26/2024-03-03,1.384462
Tianjin,Residential,2024-03-04/2024-03-10,1.147348
Tianjin,Residential,2024-03-11/2024-03-17,0.940305
Tianjin,Residential,2024-03-18/2024-03-24,0.8469868
Tianjin,Residential,2024-03-25/2024-03-31,0.7455528
Tianjin,Residential,2024-04-01/2024-04-07,0.755927
Tianjin,Residential,2024-04-08/2024-04-14,0.6337629
Tianjin,Residential,2024-04-15/2024-04-21,0.6024338
Tianjin,Residential,2024-04-22/2024-04-28,0.5949576
Tianjin,Residential,2024-04-29/2024-05-05,0.633102
Tianjin,Residential,2024-05-06/2024-05-12,0.5472438
Tianjin,Residential,2024-05-13/2024-05-19,0.5334068
Tianjin,Residential,2024-05-20/2024-05-26,0.5285334
Tianjin,Residential,2024-05-27/2024-06-02,0.5411461
Tianjin,Residential,2024-06-03/2024-06-09,0.5440451
Tianjin,Residential,2024-06-10/2024-06-16,0.5287509
Tianjin,Residential,2024-06-17/2024-06-23,0.5315903
Tianjin,Residential,2024-06-24/2024-06-30,0.5270576
Tianjin,Residential,2024-07-01/2024-07-07,0.5153618
Tianjin,Residential,2024-07-08/2024-07-14,0.5103869
Tianjin,Residential,2024-07-15/2024-07-21,0.5071652
Tianjin,Residential,2024-07-22/2024-07-28,0.5092192
Tianjin,Residential,2024-07-29/2024-08-04,0.5091527
Tianjin,Residential,2024-08-05/2024-08-11,0.5084858999999999
Tianjin,Residential,2024-08-12/2024-08-18,0.5107789
Tianjin,Residential,2024-08-19/2024-08-25,0.5077187
Tianjin,Residential,2024-08-26/2024-09-01,0.5117821
Tianjin,Residential,2024-09-02/2024-09-08,0.5316738
Tianjin,Residential,2024-09-09/2024-09-15,0.5499144
Tianjin,Residential,2024-09-16/2024-09-22,0.5722697999999999
Tianjin,Residential,2024-09-23/2024-09-29,0.5650659
Tianjin,Residential,2024-09-30/2024-10-06,0.0927744
Xinjiang,Aviation,2019-12-30/2020-01-05,0.030999930000000002
Xinjiang,Aviation,2020-01-06/2020-01-12,0.04404504
Xinjiang,Aviation,2020-01-13/2020-01-19,0.04682506
Xinjiang,Aviation,2020-01-20/2020-01-26,0.04453502
Xinjiang,Aviation,2020-01-27/2020-02-02,0.03163877
Xinjiang,Aviation,2020-02-03/2020-02-09,0.01623026
Xinjiang,Aviation,2020-02-10/2020-02-16,0.01028635
Xinjiang,Aviation,2020-02-17/2020-02-23,0.01006177
Xinjiang,Aviation,2020-02-24/2020-03-01,0.01600115
Xinjiang,Aviation,2020-03-02/2020-03-08,0.01934234
Xinjiang,Aviation,2020-03-09/2020-03-15,0.01925572
Xinjiang,Aviation,2020-03-16/2020-03-22,0.02072576
Xinjiang,Aviation,2020-03-23/2020-03-29,0.02030448
Xinjiang,Aviation,2020-03-30/2020-04-05,0.01900432
Xinjiang,Aviation,2020-04-06/2020-04-12,0.02205434
Xinjiang,Aviation,2020-04-13/2020-04-19,0.02269654
Xinjiang,Aviation,2020-04-20/2020-04-26,0.02502665
Xinjiang,Aviation,2020-04-27/2020-05-03,0.02796779
Xinjiang,Aviation,2020-05-04/2020-05-10,0.03129749
Xinjiang,Aviation,2020-05-11/2020-05-17,0.03282493
Xinjiang,Aviation,2020-05-18/2020-05-24,0.03349917
Xinjiang,Aviation,2020-05-25/2020-05-31,0.03393593
Xinjiang,Aviation,2020-06-01/2020-06-07,0.03295765
Xinjiang,Aviation,2020-06-08/2020-06-14,0.03453515
Xinjiang,Aviation,2020-06-15/2020-06-21,0.03245003
Xinjiang,Aviation,2020-06-22/2020-06-28,0.030529399999999998
Xinjiang,Aviation,2020-06-29/2020-07-05,0.03185595
Xinjiang,Aviation,2020-07-06/2020-07-12,0.03282221
Xinjiang,Aviation,2020-07-13/2020-07-19,0.03550992
Xinjiang,Aviation,2020-07-20/2020-07-26,0.03690839
Xinjiang,Aviation,2020-07-27/2020-08-02,0.03659475
Xinjiang,Aviation,2020-08-03/2020-08-09,0.03648799
Xinjiang,Aviation,2020-08-10/2020-08-16,0.03630668
Xinjiang,Aviation,2020-08-17/2020-08-23,0.03763118
Xinjiang,Aviation,2020-08-24/2020-08-30,0.03762973
Xinjiang,Aviation,2020-08-31/2020-09-06,0.03609992
Xinjiang,Aviation,2020-09-07/2020-09-13,0.03756915
Xinjiang,Aviation,2020-09-14/2020-09-20,0.039025370000000004
Xinjiang,Aviation,2020-09-21/2020-09-27,0.03986718
Xinjiang,Aviation,2020-09-28/2020-10-04,0.03763244
Xinjiang,Aviation,2020-10-05/2020-10-11,0.03812629
Xinjiang,Aviation,2020-10-12/2020-10-18,0.03810781
Xinjiang,Aviation,2020-10-19/2020-10-25,0.0378245
Xinjiang,Aviation,2020-10-26/2020-11-01,0.03844006
Xinjiang,Aviation,2020-11-02/2020-11-08,0.0367874
Xinjiang,Aviation,2020-11-09/2020-11-15,0.03670796
Xinjiang,Aviation,2020-11-16/2020-11-22,0.0373737
Xinjiang,Aviation,2020-11-23/2020-11-29,0.03760529
Xinjiang,Aviation,2020-11-30/2020-12-06,0.037752430000000003
Xinjiang,Aviation,2020-12-07/2020-12-13,0.037034899999999996
Xinjiang,Aviation,2020-12-14/2020-12-20,0.03651853
Xinjiang,Aviation,2020-12-21/2020-12-27,0.03556753
Xinjiang,Aviation,2020-12-28/2021-01-03,0.0366888
Xinjiang,Aviation,2021-01-04/2021-01-10,0.0385891
Xinjiang,Aviation,2021-01-11/2021-01-17,0.03829758
Xinjiang,Aviation,2021-01-18/2021-01-24,0.03390815
Xinjiang,Aviation,2021-01-25/2021-01-31,0.028915959999999997
Xinjiang,Aviation,2021-02-01/2021-02-07,0.02884673
Xinjiang,Aviation,2021-02-08/2021-02-14,0.02245911
Xinjiang,Aviation,2021-02-15/2021-02-21,0.03314687
Xinjiang,Aviation,2021-02-22/2021-02-28,0.03838042
Xinjiang,Aviation,2021-03-01/2021-03-07,0.03967206
Xinjiang,Aviation,2021-03-08/2021-03-14,0.04015174
Xinjiang,Aviation,2021-03-15/2021-03-21,0.04121634
Xinjiang,Aviation,2021-03-22/2021-03-28,0.04189651
Xinjiang,Aviation,2021-03-29/2021-04-04,0.04103043
Xinjiang,Aviation,2021-04-05/2021-04-11,0.04194469
Xinjiang,Aviation,2021-04-12/2021-04-18,0.04186777
Xinjiang,Aviation,2021-04-19/2021-04-25,0.04219391
Xinjiang,Aviation,2021-04-26/2021-05-02,0.04364163
Xinjiang,Aviation,2021-05-03/2021-05-09,0.04448579
Xinjiang,Aviation,2021-05-10/2021-05-16,0.042241970000000004
Xinjiang,Aviation,2021-05-17/2021-05-23,0.04125704
Xinjiang,Aviation,2021-05-24/2021-05-30,0.04056978
Xinjiang,Aviation,2021-05-31/2021-06-06,0.04134397
Xinjiang,Aviation,2021-06-07/2021-06-13,0.04120734
Xinjiang,Aviation,2021-06-14/2021-06-20,0.04252343
Xinjiang,Aviation,2021-06-21/2021-06-27,0.04116369
Xinjiang,Aviation,2021-06-28/2021-07-04,0.040966119999999995
Xinjiang,Aviation,2021-07-05/2021-07-11,0.04362868
Xinjiang,Aviation,2021-07-12/2021-07-18,0.04579272
Xinjiang,Aviation,2021-07-19/2021-07-25,0.04245087
Xinjiang,Aviation,2021-07-26/2021-08-01,0.04304523
Xinjiang,Aviation,2021-08-02/2021-08-08,0.03242532
Xinjiang,Aviation,2021-08-09/2021-08-15,0.02520617
Xinjiang,Aviation,2021-08-16/2021-08-22,0.02590966
Xinjiang,Aviation,2021-08-23/2021-08-29,0.02985038
Xinjiang,Aviation,2021-08-30/2021-09-05,0.03476567
Xinjiang,Aviation,2021-09-06/2021-09-12,0.03760241
Xinjiang,Aviation,2021-09-13/2021-09-19,0.03623942
Xinjiang,Aviation,2021-09-20/2021-09-26,0.03581522
Xinjiang,Aviation,2021-09-27/2021-10-03,0.03851891
Xinjiang,Aviation,2021-10-04/2021-10-10,0.03662202
Xinjiang,Aviation,2021-10-11/2021-10-17,0.03655997
Xinjiang,Aviation,2021-10-18/2021-10-24,0.03642621
Xinjiang,Aviation,2021-10-25/2021-10-31,0.03149789
Xinjiang,Aviation,2021-11-01/2021-11-07,0.02197456
Xinjiang,Aviation,2021-11-08/2021-11-14,0.01979817
Xinjiang,Aviation,2021-11-15/2021-11-21,0.021860070000000002
Xinjiang,Aviation,2021-11-22/2021-11-28,0.024309749999999998
Xinjiang,Aviation,2021-11-29/2021-12-05,0.02750039
Xinjiang,Aviation,2021-12-06/2021-12-12,0.027990590000000003
Xinjiang,Aviation,2021-12-13/2021-12-19,0.02808208
Xinjiang,Aviation,2021-12-20/2021-12-26,0.02792133
Xinjiang,Aviation,2021-12-27/2022-01-02,0.0296749
Xinjiang,Aviation,2022-01-03/2022-01-09,0.03266543
Xinjiang,Aviation,2022-01-10/2022-01-16,0.033585040000000004
Xinjiang,Aviation,2022-01-17/2022-01-23,0.03327132
Xinjiang,Aviation,2022-01-24/2022-01-30,0.03664873
Xinjiang,Aviation,2022-01-31/2022-02-06,0.02748545
Xinjiang,Aviation,2022-02-07/2022-02-13,0.03735414
Xinjiang,Aviation,2022-02-14/2022-02-20,0.03773252
Xinjiang,Aviation,2022-02-21/2022-02-27,0.03503128
Xinjiang,Aviation,2022-02-28/2022-03-06,0.034321080000000004
Xinjiang,Aviation,2022-03-07/2022-03-13,0.029644370000000003
Xinjiang,Aviation,2022-03-14/2022-03-20,0.02115901
Xinjiang,Aviation,2022-03-21/2022-03-27,0.01694815
Xinjiang,Aviation,2022-03-28/2022-04-03,0.01579753
Xinjiang,Aviation,2022-04-04/2022-04-10,0.01545214
Xinjiang,Aviation,2022-04-11/2022-04-17,0.01640803
Xinjiang,Aviation,2022-04-18/2022-04-24,0.01826546
Xinjiang,Aviation,2022-04-25/2022-05-01,0.02023217
Xinjiang,Aviation,2022-05-02/2022-05-08,0.01706022
Xinjiang,Aviation,2022-05-09/2022-05-15,0.01993855
Xinjiang,Aviation,2022-05-16/2022-05-22,0.02223154
Xinjiang,Aviation,2022-05-23/2022-05-29,0.02296215
Xinjiang,Aviation,2022-05-30/2022-06-05,0.02216029
Xinjiang,Aviation,2022-06-06/2022-06-12,0.0262293
Xinjiang,Aviation,2022-06-13/2022-06-19,0.02920114
Xinjiang,Aviation,2022-06-20/2022-06-26,0.03149693
Xinjiang,Aviation,2022-06-27/2022-07-03,0.03443105
Xinjiang,Aviation,2022-07-04/2022-07-10,0.03860791
Xinjiang,Aviation,2022-07-11/2022-07-17,0.03858227
Xinjiang,Aviation,2022-07-18/2022-07-24,0.03797953
Xinjiang,Aviation,2022-07-25/2022-07-31,0.039344119999999996
Xinjiang,Aviation,2022-08-01/2022-08-07,0.0364603
Xinjiang,Aviation,2022-08-08/2022-08-14,0.03458038
Xinjiang,Aviation,2022-08-15/2022-08-21,0.0319388
Xinjiang,Aviation,2022-08-22/2022-08-28,0.028073920000000002
Xinjiang,Aviation,2022-08-29/2022-09-04,0.02161387
Xinjiang,Aviation,2022-09-05/2022-09-11,0.01688543
Xinjiang,Aviation,2022-09-12/2022-09-18,0.018561229999999998
Xinjiang,Aviation,2022-09-19/2022-09-25,0.02134538
Xinjiang,Aviation,2022-09-26/2022-10-02,0.02315621
Xinjiang,Aviation,2022-10-03/2022-10-09,0.0160976
Xinjiang,Aviation,2022-10-10/2022-10-16,0.01320743
Xinjiang,Aviation,2022-10-17/2022-10-23,0.01209235
Xinjiang,Aviation,2022-10-24/2022-10-30,0.01341848
Xinjiang,Aviation,2022-10-31/2022-11-06,0.01482639
Xinjiang,Aviation,2022-11-07/2022-11-13,0.014758170000000001
Xinjiang,Aviation,2022-11-14/2022-11-20,0.01506006
Xinjiang,Aviation,2022-11-21/2022-11-27,0.014000019999999998
Xinjiang,Aviation,2022-11-28/2022-12-04,0.013008220000000001
Xinjiang,Aviation,2022-12-05/2022-12-11,0.01950478
Xinjiang,Aviation,2022-12-12/2022-12-18,0.02551351
Xinjiang,Aviation,2022-12-19/2022-12-25,0.02016188
Xinjiang,Aviation,2022-12-26/2023-01-01,0.02355943
Xinjiang,Aviation,2023-01-02/2023-01-08,0.0287001
Xinjiang,Aviation,2023-01-09/2023-01-15,0.03604717
Xinjiang,Aviation,2023-01-16/2023-01-22,0.03560523
Xinjiang,Aviation,2023-01-23/2023-01-29,0.03690797
Xinjiang,Aviation,2023-01-30/2023-02-05,0.03799417
Xinjiang,Aviation,2023-02-06/2023-02-12,0.03878144
Xinjiang,Aviation,2023-02-13/2023-02-19,0.03807179
Xinjiang,Aviation,2023-02-20/2023-02-26,0.03805957
Xinjiang,Aviation,2023-02-27/2023-03-05,0.03733819
Xinjiang,Aviation,2023-03-06/2023-03-12,0.03671177
Xinjiang,Aviation,2023-03-13/2023-03-19,0.03800517
Xinjiang,Aviation,2023-03-20/2023-03-26,0.03797664
Xinjiang,Aviation,2023-03-27/2023-04-02,0.03983727
Xinjiang,Aviation,2023-04-03/2023-04-09,0.03955029
Xinjiang,Aviation,2023-04-10/2023-04-16,0.04222003
Xinjiang,Aviation,2023-04-17/2023-04-23,0.0407429
Xinjiang,Aviation,2023-04-24/2023-04-30,0.04128449
Xinjiang,Aviation,2023-05-01/2023-05-07,0.04028382
Xinjiang,Aviation,2023-05-08/2023-05-14,0.04107049
Xinjiang,Aviation,2023-05-15/2023-05-21,0.0404478
Xinjiang,Aviation,2023-05-22/2023-05-28,0.040445629999999996
Xinjiang,Aviation,2023-05-29/2023-06-04,0.0399132
Xinjiang,Aviation,2023-06-05/2023-06-11,0.03989038
Xinjiang,Aviation,2023-06-12/2023-06-18,0.0423898
Xinjiang,Aviation,2023-06-19/2023-06-25,0.04343128
Xinjiang,Aviation,2023-06-26/2023-07-02,0.04500262
Xinjiang,Aviation,2023-07-03/2023-07-09,0.04788979
Xinjiang,Aviation,2023-07-10/2023-07-16,0.04899572
Xinjiang,Aviation,2023-07-17/2023-07-23,0.0514069
Xinjiang,Aviation,2023-07-24/2023-07-30,0.05345262
Xinjiang,Aviation,2023-07-31/2023-08-06,0.05419988
Xinjiang,Aviation,2023-08-07/2023-08-13,0.05434645
Xinjiang,Aviation,2023-08-14/2023-08-20,0.054257759999999995
Xinjiang,Aviation,2023-08-21/2023-08-27,0.05366631
Xinjiang,Aviation,2023-08-28/2023-09-03,0.04931344
Xinjiang,Aviation,2023-09-04/2023-09-10,0.04796653
Xinjiang,Aviation,2023-09-11/2023-09-17,0.04846232
Xinjiang,Aviation,2023-09-18/2023-09-24,0.04892244
Xinjiang,Aviation,2023-09-25/2023-10-01,0.05209884
Xinjiang,Aviation,2023-10-02/2023-10-08,0.04884619
Xinjiang,Aviation,2023-10-09/2023-10-15,0.04480443
Xinjiang,Aviation,2023-10-16/2023-10-22,0.04534664
Xinjiang,Aviation,2023-10-23/2023-10-29,0.04485359
Xinjiang,Aviation,2023-10-30/2023-11-05,0.04231414
Xinjiang,Aviation,2023-11-06/2023-11-12,0.04102717
Xinjiang,Aviation,2023-11-13/2023-11-19,0.04250546
Xinjiang,Aviation,2023-11-20/2023-11-26,0.042430419999999996
Xinjiang,Aviation,2023-11-27/2023-12-03,0.04212861
Xinjiang,Aviation,2023-12-04/2023-12-10,0.04109665
Xinjiang,Aviation,2023-12-11/2023-12-17,0.03995293
Xinjiang,Aviation,2023-12-18/2023-12-24,0.04216988
Xinjiang,Aviation,2023-12-25/2023-12-31,0.04241069
Xinjiang,Aviation,2024-01-01/2024-01-07,0.041876659999999996
Xinjiang,Aviation,2024-01-08/2024-01-14,0.04337177
Xinjiang,Aviation,2024-01-15/2024-01-21,0.04503757
Xinjiang,Aviation,2024-01-22/2024-01-28,0.04711996
Xinjiang,Aviation,2024-01-29/2024-02-04,0.04899517
Xinjiang,Aviation,2024-02-05/2024-02-11,0.04858477
Xinjiang,Aviation,2024-02-12/2024-02-18,0.04920008
Xinjiang,Aviation,2024-02-19/2024-02-25,0.04802197
Xinjiang,Aviation,2024-02-26/2024-03-03,0.04745605
Xinjiang,Aviation,2024-03-04/2024-03-10,0.04384489
Xinjiang,Aviation,2024-03-11/2024-03-17,0.04364187
Xinjiang,Aviation,2024-03-18/2024-03-24,0.04479505
Xinjiang,Aviation,2024-03-25/2024-03-31,0.04522562
Xinjiang,Aviation,2024-04-01/2024-04-07,0.04515595
Xinjiang,Aviation,2024-04-08/2024-04-14,0.04717818
Xinjiang,Aviation,2024-04-15/2024-04-21,0.0457377
Xinjiang,Aviation,2024-04-22/2024-04-28,0.04683153
Xinjiang,Aviation,2024-04-29/2024-05-05,0.04843572
Xinjiang,Aviation,2024-05-06/2024-05-12,0.04658666
Xinjiang,Aviation,2024-05-13/2024-05-19,0.046989500000000003
Xinjiang,Aviation,2024-05-20/2024-05-26,0.04716893
Xinjiang,Aviation,2024-05-27/2024-06-02,0.04644178
Xinjiang,Aviation,2024-06-03/2024-06-09,0.04682684
Xinjiang,Aviation,2024-06-10/2024-06-16,0.04816264
Xinjiang,Aviation,2024-06-17/2024-06-23,0.050047680000000004
Xinjiang,Aviation,2024-06-24/2024-06-30,0.05158964
Xinjiang,Aviation,2024-07-01/2024-07-07,0.05774567
Xinjiang,Aviation,2024-07-08/2024-07-14,0.05902732
Xinjiang,Aviation,2024-07-15/2024-07-21,0.05982192
Xinjiang,Aviation,2024-07-22/2024-07-28,0.05857106
Xinjiang,Aviation,2024-07-29/2024-08-04,0.05955562
Xinjiang,Aviation,2024-08-05/2024-08-11,0.05961621
Xinjiang,Aviation,2024-08-12/2024-08-18,0.0591145
Xinjiang,Aviation,2024-08-19/2024-08-25,0.05851333
Xinjiang,Aviation,2024-08-26/2024-09-01,0.056581629999999994
Xinjiang,Aviation,2024-09-02/2024-09-08,0.051294769999999996
Xinjiang,Aviation,2024-09-09/2024-09-15,0.0518175
Xinjiang,Aviation,2024-09-16/2024-09-22,0.05070453
Xinjiang,Aviation,2024-09-23/2024-09-29,0.05409405
Xinjiang,Aviation,2024-09-30/2024-10-06,0.0077298
Xinjiang,Ground Transport,2020-09-07/2020-09-13,0.4750761
Xinjiang,Ground Transport,2020-09-14/2020-09-20,0.5606021999999999
Xinjiang,Ground Transport,2020-09-21/2020-09-27,0.5579178
Xinjiang,Ground Transport,2020-09-28/2020-10-04,0.520347
Xinjiang,Ground Transport,2020-10-05/2020-10-11,0.5292825
